trial_id,AE_label_raw,event_category,is_any_ae,is_serious_ae,is_fatal,is_ae_leading_to_discontinuation,is_aesi,arm_label,arm_role,arm_total_n,n_with_event,percent_with_event,label_raw,ae_canonical,ae_family,is_summary,summary_type,drug_name,is_clinical_dose,include_in_plot,dose_mg,route,frequency
NCT04707469,Acute kidney injury,Safety focus areas,True,False,False,False,True,Oral semaglutide 25 mg group,treatment,534,3.0,0.0,Acute kidney injury,Acute kidney injury,Renal impairment,False,,oral semaglutide,False,False,25.0,oral,QD
NCT04707469,Acute kidney injury,Safety focus areas,True,False,False,False,True,Oral semaglutide 50 mg group,treatment,534,2.0,0.0,Acute kidney injury,Acute kidney injury,Renal impairment,False,,oral semaglutide,False,False,50.0,oral,QD
NCT04707469,Renal impairment,Safety focus areas,True,False,False,False,True,Oral semaglutide 14 mg group,treatment,534,0.0,0.0,Renal impairment,Renal impairment,Renal impairment,False,,oral semaglutide,True,True,14.0,oral,QD
NCT04707469,Renal impairment,Safety focus areas,True,False,False,False,True,Oral semaglutide 25 mg group,treatment,534,3.0,0.0,Renal impairment,Renal impairment,Renal impairment,False,,oral semaglutide,False,False,25.0,oral,QD
NCT04707469,Renal impairment,Safety focus areas,True,False,False,False,True,Oral semaglutide 50 mg group,treatment,534,0.0,0.0,Renal impairment,Renal impairment,Renal impairment,False,,oral semaglutide,False,False,50.0,oral,QD
NCT04707469,Drug-related hepatic disorders,Safety focus areas,True,False,False,False,True,Oral semaglutide 14 mg group,treatment,534,14.0,3.0,Drug-related hepatic disorders,Drug-related hepatic disorders,Drug-related hepatic disorders,True,other_summary,oral semaglutide,True,True,14.0,oral,QD
NCT04707469,Drug-related hepatic disorders,Safety focus areas,True,False,False,False,True,Oral semaglutide 25 mg group,treatment,534,10.0,2.0,Drug-related hepatic disorders,Drug-related hepatic disorders,Drug-related hepatic disorders,True,other_summary,oral semaglutide,False,False,25.0,oral,QD
NCT04707469,Drug-related hepatic disorders,Safety focus areas,True,False,False,False,True,Oral semaglutide 50 mg group,treatment,534,11.0,2.0,Drug-related hepatic disorders,Drug-related hepatic disorders,Drug-related hepatic disorders,True,other_summary,oral semaglutide,False,False,50.0,oral,QD
NCT04707469,Gallbladder-related disorders,Safety focus areas,True,False,False,False,True,Oral semaglutide 14 mg group,treatment,534,4.0,0.0,Gallbladder-related disorders,Gallbladder-related disorders,Gallbladder-related disorders,True,other_summary,oral semaglutide,True,True,14.0,oral,QD
NCT04707469,Gallbladder-related disorders,Safety focus areas,True,False,False,False,True,Oral semaglutide 25 mg group,treatment,534,8.0,1.0,Gallbladder-related disorders,Gallbladder-related disorders,Gallbladder-related disorders,True,other_summary,oral semaglutide,False,False,25.0,oral,QD
NCT04707469,Gallbladder-related disorders,Safety focus areas,True,False,False,False,True,Oral semaglutide 50 mg group,treatment,534,4.0,0.0,Gallbladder-related disorders,Gallbladder-related disorders,Gallbladder-related disorders,True,other_summary,oral semaglutide,False,False,50.0,oral,QD
NCT04707469,Hepatobiliary disorders,Safety focus areas,True,False,False,False,True,Oral semaglutide 14 mg group,treatment,534,4.0,0.0,Hepatobiliary disorders,Hepatobiliary disorders,Hepatobiliary disorders,True,other_summary,oral semaglutide,True,True,14.0,oral,QD
NCT04707469,Hepatobiliary disorders,Safety focus areas,True,False,False,False,True,Oral semaglutide 25 mg group,treatment,534,7.0,1.0,Hepatobiliary disorders,Hepatobiliary disorders,Hepatobiliary disorders,True,other_summary,oral semaglutide,False,False,25.0,oral,QD
NCT04707469,Hepatobiliary disorders,Safety focus areas,True,False,False,False,True,Oral semaglutide 50 mg group,treatment,534,3.0,0.0,Hepatobiliary disorders,Hepatobiliary disorders,Hepatobiliary disorders,True,other_summary,oral semaglutide,False,False,50.0,oral,QD
NCT04707469,Cholelithiasis,Safety focus areas,True,False,False,False,True,Oral semaglutide 14 mg group,treatment,534,2.0,0.0,Cholelithiasis,Cholelithiasis,Gallbladder disease,False,,oral semaglutide,True,True,14.0,oral,QD
NCT04707469,Cholelithiasis,Safety focus areas,True,False,False,False,True,Oral semaglutide 25 mg group,treatment,534,3.0,0.0,Cholelithiasis,Cholelithiasis,Gallbladder disease,False,,oral semaglutide,False,False,25.0,oral,QD
NCT04707469,Cholelithiasis,Safety focus areas,True,False,False,False,True,Oral semaglutide 50 mg group,treatment,534,3.0,0.0,Cholelithiasis,Cholelithiasis,Gallbladder disease,False,,oral semaglutide,False,False,50.0,oral,QD
NCT04707469,Pancreatitis,Safety focus areas,True,False,False,False,True,Oral semaglutide 14 mg group,treatment,534,2.0,0.0,Pancreatitis,Pancreatitis,Pancreatitis,False,,oral semaglutide,True,True,14.0,oral,QD
NCT04707469,Pancreatitis,Safety focus areas,True,False,False,False,True,Oral semaglutide 25 mg group,treatment,534,1.0,0.0,Pancreatitis,Pancreatitis,Pancreatitis,False,,oral semaglutide,False,False,25.0,oral,QD
NCT04707469,Pancreatitis,Safety focus areas,True,False,False,False,True,Oral semaglutide 50 mg group,treatment,534,1.0,0.0,Pancreatitis,Pancreatitis,Pancreatitis,False,,oral semaglutide,False,False,50.0,oral,QD
NCT04707469,Acute pancreatitis,Safety focus areas,True,False,False,False,True,Oral semaglutide 14 mg group,treatment,534,0.0,0.0,Acute pancreatitis,Acute pancreatitis,Pancreatitis,False,,oral semaglutide,True,True,14.0,oral,QD
NCT04707469,Acute pancreatitis,Safety focus areas,True,False,False,False,True,Oral semaglutide 25 mg group,treatment,534,1.0,0.0,Acute pancreatitis,Acute pancreatitis,Pancreatitis,False,,oral semaglutide,False,False,25.0,oral,QD
NCT04707469,Acute pancreatitis,Safety focus areas,True,False,False,False,True,Oral semaglutide 50 mg group,treatment,534,1.0,0.0,Acute pancreatitis,Acute pancreatitis,Pancreatitis,False,,oral semaglutide,False,False,50.0,oral,QD
NCT04707469,Cardiovascular disorders,Safety focus areas,True,False,False,False,True,Oral semaglutide 14 mg group,treatment,534,37.0,7.0,Cardiovascular disorders,Cardiovascular disorders,Cardiovascular disorders,True,other_summary,oral semaglutide,True,True,14.0,oral,QD
NCT04707469,Cardiovascular disorders,Safety focus areas,True,False,False,False,True,Oral semaglutide 25 mg group,treatment,534,42.0,8.0,Cardiovascular disorders,Cardiovascular disorders,Cardiovascular disorders,True,other_summary,oral semaglutide,False,False,25.0,oral,QD
NCT04707469,Cardiovascular disorders,Safety focus areas,True,False,False,False,True,Oral semaglutide 50 mg group,treatment,534,20.0,4.0,Cardiovascular disorders,Cardiovascular disorders,Cardiovascular disorders,True,other_summary,oral semaglutide,False,False,50.0,oral,QD
NCT04707469,Malignant neoplasm,Safety focus areas,True,False,False,False,True,Oral semaglutide 14 mg group,treatment,534,6.0,1.0,Malignant neoplasm,Malignant neoplasm,Cancer,False,,oral semaglutide,True,True,14.0,oral,QD
NCT04707469,Malignant neoplasm,Safety focus areas,True,False,False,False,True,Oral semaglutide 25 mg group,treatment,534,9.0,2.0,Malignant neoplasm,Malignant neoplasm,Cancer,False,,oral semaglutide,False,False,25.0,oral,QD
NCT04707469,Malignant neoplasm,Safety focus areas,True,False,False,False,True,Oral semaglutide 50 mg group,treatment,534,6.0,1.0,Malignant neoplasm,Malignant neoplasm,Cancer,False,,oral semaglutide,False,False,50.0,oral,QD
NCT04707469,Thyroid cancer,Safety focus areas,True,False,False,False,True,Oral semaglutide 14 mg group,treatment,534,0.0,0.0,Thyroid cancer,Thyroid cancer,Thyroid cancer,False,,oral semaglutide,True,True,14.0,oral,QD
NCT04707469,Thyroid cancer,Safety focus areas,True,False,False,False,True,Oral semaglutide 25 mg group,treatment,534,0.0,0.0,Thyroid cancer,Thyroid cancer,Thyroid cancer,False,,oral semaglutide,False,False,25.0,oral,QD
NCT04707469,Thyroid cancer,Safety focus areas,True,False,False,False,True,Oral semaglutide 50 mg group,treatment,534,0.0,0.0,Thyroid cancer,Thyroid cancer,Thyroid cancer,False,,oral semaglutide,False,False,50.0,oral,QD
NCT04707469,Diabetic retinopathy,Safety focus areas,True,False,False,False,True,Oral semaglutide 14 mg group,treatment,534,67.0,13.0,Diabetic retinopathy,Diabetic retinopathy,Diabetic retinopathy,False,,oral semaglutide,True,True,14.0,oral,QD
NCT04707469,Diabetic retinopathy,Safety focus areas,True,False,False,False,True,Oral semaglutide 25 mg group,treatment,534,53.0,10.0,Diabetic retinopathy,Diabetic retinopathy,Diabetic retinopathy,False,,oral semaglutide,False,False,25.0,oral,QD
NCT04707469,Diabetic retinopathy,Safety focus areas,True,False,False,False,True,Oral semaglutide 50 mg group,treatment,534,60.0,11.0,Diabetic retinopathy,Diabetic retinopathy,Diabetic retinopathy,False,,oral semaglutide,False,False,50.0,oral,QD
Exenatide (Exendin-4)_7,Nausea,Adverse events with an overall incidence ≥5% in any treatment arm,True,False,False,True,False,Placebo,control,113,26.0,23.0,Nausea,Nausea,Nausea,False,,Exenatide (Exendin-4),False,False,,,
Exenatide (Exendin-4)_7,Nausea,Adverse events with an overall incidence ≥5% in any treatment arm,True,False,False,True,False,5-µg exenatide,treatment,110,40.0,36.0,Nausea,Nausea,Nausea,False,,Exenatide (Exendin-4),True,True,0.005,SC,BID
Exenatide (Exendin-4)_7,Nausea,Adverse events with an overall incidence ≥5% in any treatment arm,True,False,False,True,False,10-µg exenatide,treatment,113,51.0,45.0,Nausea,Nausea,Nausea,False,,Exenatide (Exendin-4),True,True,0.01,SC,BID
Exenatide (Exendin-4)_7,Diarrhea,Adverse events with an overall incidence ≥5% in any treatment arm,True,False,False,False,False,Placebo,control,113,9.0,8.0,Diarrhea,Diarrhea,Diarrhea,False,,Exenatide (Exendin-4),False,False,,,
Exenatide (Exendin-4)_7,Diarrhea,Adverse events with an overall incidence ≥5% in any treatment arm,True,False,False,False,False,5-µg exenatide,treatment,110,13.0,12.0,Diarrhea,Diarrhea,Diarrhea,False,,Exenatide (Exendin-4),True,True,0.005,SC,BID
Exenatide (Exendin-4)_7,Diarrhea,Adverse events with an overall incidence ≥5% in any treatment arm,True,False,False,False,False,10-µg exenatide,treatment,113,18.0,16.0,Diarrhea,Diarrhea,Diarrhea,False,,Exenatide (Exendin-4),True,True,0.01,SC,BID
Exenatide (Exendin-4)_7,Upper respiratory tract infection,Adverse events with an overall incidence ≥5% in any treatment arm,True,False,False,False,False,Placebo,control,113,12.0,11.0,Upper respiratory tract infection,Upper respiratory tract infection,Upper respiratory tract infection,False,,Exenatide (Exendin-4),False,False,,,
Exenatide (Exendin-4)_7,Upper respiratory tract infection,Adverse events with an overall incidence ≥5% in any treatment arm,True,False,False,False,False,5-µg exenatide,treatment,110,15.0,14.0,Upper respiratory tract infection,Upper respiratory tract infection,Upper respiratory tract infection,False,,Exenatide (Exendin-4),True,True,0.005,SC,BID
Exenatide (Exendin-4)_7,Upper respiratory tract infection,Adverse events with an overall incidence ≥5% in any treatment arm,True,False,False,False,False,10-µg exenatide,treatment,113,11.0,10.0,Upper respiratory tract infection,Upper respiratory tract infection,Upper respiratory tract infection,False,,Exenatide (Exendin-4),True,True,0.01,SC,BID
Exenatide (Exendin-4)_7,Vomiting,Adverse events with an overall incidence ≥5% in any treatment arm,True,False,False,False,False,Placebo,control,113,4.0,4.0,Vomiting,Vomiting,Vomiting,False,,Exenatide (Exendin-4),False,False,,,
Exenatide (Exendin-4)_7,Vomiting,Adverse events with an overall incidence ≥5% in any treatment arm,True,False,False,False,False,5-µg exenatide,treatment,110,12.0,11.0,Vomiting,Vomiting,Vomiting,False,,Exenatide (Exendin-4),True,True,0.005,SC,BID
Exenatide (Exendin-4)_7,Vomiting,Adverse events with an overall incidence ≥5% in any treatment arm,True,False,False,False,False,10-µg exenatide,treatment,113,13.0,12.0,Vomiting,Vomiting,Vomiting,False,,Exenatide (Exendin-4),True,True,0.01,SC,BID
Exenatide (Exendin-4)_7,Dizziness,Adverse events with an overall incidence ≥5% in any treatment arm,True,False,False,False,False,Placebo,control,113,7.0,6.0,Dizziness,Dizziness,Dizziness,False,,Exenatide (Exendin-4),False,False,,,
Exenatide (Exendin-4)_7,Dizziness,Adverse events with an overall incidence ≥5% in any treatment arm,True,False,False,False,False,5-µg exenatide,treatment,110,10.0,9.0,Dizziness,Dizziness,Dizziness,False,,Exenatide (Exendin-4),True,True,0.005,SC,BID
Exenatide (Exendin-4)_7,Dizziness,Adverse events with an overall incidence ≥5% in any treatment arm,True,False,False,False,False,10-µg exenatide,treatment,113,5.0,4.0,Dizziness,Dizziness,Dizziness,False,,Exenatide (Exendin-4),True,True,0.01,SC,BID
Exenatide (Exendin-4)_7,Sinusitis,Adverse events with an overall incidence ≥5% in any treatment arm,True,False,False,False,False,Placebo,control,113,6.0,5.0,Sinusitis,Sinusitis,Sinusitis,False,,Exenatide (Exendin-4),False,False,,,
Exenatide (Exendin-4)_7,Sinusitis,Adverse events with an overall incidence ≥5% in any treatment arm,True,False,False,False,False,5-µg exenatide,treatment,110,5.0,5.0,Sinusitis,Sinusitis,Sinusitis,False,,Exenatide (Exendin-4),True,True,0.005,SC,BID
Exenatide (Exendin-4)_7,Sinusitis,Adverse events with an overall incidence ≥5% in any treatment arm,True,False,False,False,False,10-µg exenatide,treatment,113,7.0,6.0,Sinusitis,Sinusitis,Sinusitis,False,,Exenatide (Exendin-4),True,True,0.01,SC,BID
Exenatide (Exendin-4)_7,Hypoglycemia,Adverse events with an overall incidence ≥5% in any treatment arm,True,False,False,False,False,Placebo,control,113,6.0,5.0,Hypoglycemia,Hypoglycemia,Hypoglycemia,False,,Exenatide (Exendin-4),False,False,,,
Exenatide (Exendin-4)_7,Hypoglycemia,Adverse events with an overall incidence ≥5% in any treatment arm,True,False,False,False,False,5-µg exenatide,treatment,110,5.0,5.0,Hypoglycemia,Hypoglycemia,Hypoglycemia,False,,Exenatide (Exendin-4),True,True,0.005,SC,BID
Exenatide (Exendin-4)_7,Hypoglycemia,Adverse events with an overall incidence ≥5% in any treatment arm,True,False,False,False,False,10-µg exenatide,treatment,113,6.0,5.0,Hypoglycemia,Hypoglycemia,Hypoglycemia,False,,Exenatide (Exendin-4),True,True,0.01,SC,BID
Exenatide (Exendin-4)_7,Back pain,Adverse events with an overall incidence ≥5% in any treatment arm,True,False,False,False,False,Placebo,control,113,3.0,3.0,Back pain,Back pain,Musculoskeletal pain,False,,Exenatide (Exendin-4),False,False,,,
Exenatide (Exendin-4)_7,Back pain,Adverse events with an overall incidence ≥5% in any treatment arm,True,False,False,False,False,5-µg exenatide,treatment,110,3.0,3.0,Back pain,Back pain,Musculoskeletal pain,False,,Exenatide (Exendin-4),True,True,0.005,SC,BID
Exenatide (Exendin-4)_7,Back pain,Adverse events with an overall incidence ≥5% in any treatment arm,True,False,False,False,False,10-µg exenatide,treatment,113,7.0,6.0,Back pain,Back pain,Musculoskeletal pain,False,,Exenatide (Exendin-4),True,True,0.01,SC,BID
NCT04944992,Adverse events,Adverse events,True,False,False,False,False,Efinopegdutide,treatment,72,64.0,88.9,Adverse events,Any adverse event,Any adverse event,True,any_ae,Efinopegdutide,False,False,,,
NCT04944992,Drug-related adverse events,Drug-related adverse events,True,False,False,False,False,Efinopegdutide,treatment,72,46.0,63.9,Drug-related adverse events,Drug-related adverse events,Drug-related adverse events,True,other_summary,Efinopegdutide,False,False,,,
NCT04944992,Serious adverse events,Serious adverse events,False,True,False,False,False,Efinopegdutide,treatment,72,1.0,1.4,Serious adverse events,Serious adverse events,Serious adverse events,True,serious_ae,Efinopegdutide,False,False,,,
NCT04944992,Serious drug-related adverse events,Serious drug-related adverse events,False,True,False,False,False,Efinopegdutide,treatment,72,0.0,0.0,Serious drug-related adverse events,Serious drug-related adverse events,Serious adverse events,True,serious_ae,Efinopegdutide,False,False,,,
NCT04944992,Deaths,Deaths,False,False,True,False,False,Efinopegdutide,treatment,72,0.0,0.0,Deaths,Death,Fatal adverse events,True,fatal_ae,Efinopegdutide,False,False,,,
NCT04944992,Discontinued drug due to an adverse event,Discontinued drug due to an adverse event,False,False,False,True,False,Efinopegdutide,treatment,72,4.0,5.6,Discontinued drug due to an adverse event,Adverse event leading to discontinuation,Adverse event leading to discontinuation,True,ae_leading_to_discontinuation,Efinopegdutide,False,False,,,
NCT04944992,Discontinued drug due to a drug-related adverse event,Discontinued drug due to a drug-related adverse event,False,False,False,True,False,Efinopegdutide,treatment,72,3.0,4.2,Discontinued drug due to a drug-related adverse event,Adverse event leading to discontinuation,Adverse event leading to discontinuation,True,ae_leading_to_discontinuation,Efinopegdutide,False,False,,,
NCT04944992,Gastrointestinal adverse events: Abdominal pain,Gastrointestinal adverse events,True,False,False,False,False,Efinopegdutide,treatment,72,9.0,12.5,Gastrointestinal adverse events: Abdominal pain,Abdominal pain,Abdominal pain,False,,Efinopegdutide,False,False,,,
NCT04944992,Gastrointestinal adverse events: Constipation,Gastrointestinal adverse events,True,False,False,False,False,Efinopegdutide,treatment,72,12.0,16.7,Gastrointestinal adverse events: Constipation,Constipation,Constipation,False,,Efinopegdutide,False,False,,,
NCT04944992,Gastrointestinal adverse events: Nausea,Gastrointestinal adverse events,True,False,False,False,False,Efinopegdutide,treatment,72,20.0,27.8,Gastrointestinal adverse events: Nausea,Nausea,Nausea,False,,Efinopegdutide,False,False,,,
NCT00688701,Any TEAE,Adverse events reported in ≥5% of participants,True,False,False,False,False,Placebo combined,control,122,55.0,45.1,Any TEAE,Any adverse event,Any adverse event,True,any_ae,Lixisenatide,False,False,,,
NCT00688701,Any TEAE,Adverse events reported in ≥5% of participants,True,False,False,False,False,Lixisenatide 2-step,treatment,120,63.0,52.5,Any TEAE,Any adverse event,Any adverse event,True,any_ae,Lixisenatide,True,True,,SC,QD
NCT00688701,Any TEAE,Adverse events reported in ≥5% of participants,True,False,False,False,False,Lixisenatide 1-step,treatment,119,65.0,54.6,Any TEAE,Any adverse event,Any adverse event,True,any_ae,Lixisenatide,True,True,,SC,QD
NCT00688701,Any serious TEAE,Adverse events reported in ≥5% of participants,False,True,False,False,False,Placebo combined,control,122,5.0,4.1,Any serious TEAE,Serious adverse events,Serious adverse events,True,serious_ae,Lixisenatide,False,False,,,
NCT00688701,Any serious TEAE,Adverse events reported in ≥5% of participants,False,True,False,False,False,Lixisenatide 2-step,treatment,120,1.0,0.8,Any serious TEAE,Serious adverse events,Serious adverse events,True,serious_ae,Lixisenatide,True,True,,SC,QD
NCT00688701,Any serious TEAE,Adverse events reported in ≥5% of participants,False,True,False,False,False,Lixisenatide 1-step,treatment,119,0.0,0.0,Any serious TEAE,Serious adverse events,Serious adverse events,True,serious_ae,Lixisenatide,True,True,,SC,QD
NCT00688701,Discontinuation as a result of a TEAE,Adverse events reported in ≥5% of participants,False,False,False,True,False,Placebo combined,control,122,1.0,0.8,Discontinuation as a result of a TEAE,Adverse event leading to discontinuation,Adverse event leading to discontinuation,True,ae_leading_to_discontinuation,Lixisenatide,False,False,,,
NCT00688701,Discontinuation as a result of a TEAE,Adverse events reported in ≥5% of participants,False,False,False,True,False,Lixisenatide 2-step,treatment,120,5.0,4.2,Discontinuation as a result of a TEAE,Adverse event leading to discontinuation,Adverse event leading to discontinuation,True,ae_leading_to_discontinuation,Lixisenatide,True,True,,SC,QD
NCT00688701,Discontinuation as a result of a TEAE,Adverse events reported in ≥5% of participants,False,False,False,True,False,Lixisenatide 1-step,treatment,119,3.0,2.5,Discontinuation as a result of a TEAE,Adverse event leading to discontinuation,Adverse event leading to discontinuation,True,ae_leading_to_discontinuation,Lixisenatide,True,True,,SC,QD
NCT00688701,Gastrointestinal disorders (any),Adverse events reported in ≥5% of participants,True,False,False,False,False,Placebo combined,control,122,17.0,13.9,Gastrointestinal disorders (any),Gastrointestinal disorders (any),Gastrointestinal disorders (any),True,other_summary,Lixisenatide,False,False,,,
NCT00688701,Gastrointestinal disorders (any),Adverse events reported in ≥5% of participants,True,False,False,False,False,Lixisenatide 2-step,treatment,120,39.0,32.5,Gastrointestinal disorders (any),Gastrointestinal disorders (any),Gastrointestinal disorders (any),True,other_summary,Lixisenatide,True,True,,SC,QD
NCT00688701,Gastrointestinal disorders (any),Adverse events reported in ≥5% of participants,True,False,False,False,False,Lixisenatide 1-step,treatment,119,38.0,31.9,Gastrointestinal disorders (any),Gastrointestinal disorders (any),Gastrointestinal disorders (any),True,other_summary,Lixisenatide,True,True,,SC,QD
NCT00688701,Nausea,Adverse events reported in ≥5% of participants,True,False,False,False,False,Placebo combined,control,122,5.0,4.1,Nausea,Nausea,Nausea,False,,Lixisenatide,False,False,,,
NCT00688701,Nausea,Adverse events reported in ≥5% of participants,True,False,False,False,False,Lixisenatide 2-step,treatment,120,29.0,24.2,Nausea,Nausea,Nausea,False,,Lixisenatide,True,True,,SC,QD
NCT00688701,Nausea,Adverse events reported in ≥5% of participants,True,False,False,False,False,Lixisenatide 1-step,treatment,119,24.0,20.2,Nausea,Nausea,Nausea,False,,Lixisenatide,True,True,,SC,QD
NCT00688701,Headache,Adverse events reported in ≥5% of participants,True,False,False,False,False,Placebo combined,control,122,14.0,11.5,Headache,Headache,Headache,False,,Lixisenatide,False,False,,,
NCT00688701,Headache,Adverse events reported in ≥5% of participants,True,False,False,False,False,Lixisenatide 2-step,treatment,120,10.0,8.3,Headache,Headache,Headache,False,,Lixisenatide,True,True,,SC,QD
NCT00688701,Headache,Adverse events reported in ≥5% of participants,True,False,False,False,False,Lixisenatide 1-step,treatment,119,9.0,7.6,Headache,Headache,Headache,False,,Lixisenatide,True,True,,SC,QD
NCT00688701,Vomiting,Adverse events reported in ≥5% of participants,True,False,False,False,False,Placebo combined,control,122,0.0,0.0,Vomiting,Vomiting,Vomiting,False,,Lixisenatide,False,False,,,
NCT00688701,Vomiting,Adverse events reported in ≥5% of participants,True,False,False,False,False,Lixisenatide 2-step,treatment,120,9.0,7.5,Vomiting,Vomiting,Vomiting,False,,Lixisenatide,True,True,,SC,QD
NCT00688701,Vomiting,Adverse events reported in ≥5% of participants,True,False,False,False,False,Lixisenatide 1-step,treatment,119,8.0,6.7,Vomiting,Vomiting,Vomiting,False,,Lixisenatide,True,True,,SC,QD
NCT00688701,Dizziness,Adverse events reported in ≥5% of participants,True,False,False,False,False,Placebo combined,control,122,3.0,2.5,Dizziness,Dizziness,Dizziness,False,,Lixisenatide,False,False,,,
NCT00688701,Dizziness,Adverse events reported in ≥5% of participants,True,False,False,False,False,Lixisenatide 2-step,treatment,120,9.0,7.5,Dizziness,Dizziness,Dizziness,False,,Lixisenatide,True,True,,SC,QD
NCT00688701,Dizziness,Adverse events reported in ≥5% of participants,True,False,False,False,False,Lixisenatide 1-step,treatment,119,4.0,3.4,Dizziness,Dizziness,Dizziness,False,,Lixisenatide,True,True,,SC,QD
NCT00688701,Nasopharyngitis,Adverse events reported in ≥5% of participants,True,False,False,False,False,Placebo combined,control,122,4.0,3.3,Nasopharyngitis,Nasopharyngitis,Nasopharyngitis,False,,Lixisenatide,False,False,,,
NCT00688701,Nasopharyngitis,Adverse events reported in ≥5% of participants,True,False,False,False,False,Lixisenatide 2-step,treatment,120,6.0,5.0,Nasopharyngitis,Nasopharyngitis,Nasopharyngitis,False,,Lixisenatide,True,True,,SC,QD
NCT00688701,Nasopharyngitis,Adverse events reported in ≥5% of participants,True,False,False,False,False,Lixisenatide 1-step,treatment,119,5.0,4.2,Nasopharyngitis,Nasopharyngitis,Nasopharyngitis,False,,Lixisenatide,True,True,,SC,QD
NCT00688701,Symptomatic hypoglycemia,Adverse events reported in ≥5% of participants,True,False,False,False,False,Placebo combined,control,122,2.0,1.6,Symptomatic hypoglycemia,Symptomatic hypoglycemia,Hypoglycemia,False,,Lixisenatide,False,False,,,
NCT00688701,Symptomatic hypoglycemia,Adverse events reported in ≥5% of participants,True,False,False,False,False,Lixisenatide 2-step,treatment,120,3.0,2.5,Symptomatic hypoglycemia,Symptomatic hypoglycemia,Hypoglycemia,False,,Lixisenatide,True,True,,SC,QD
NCT00688701,Symptomatic hypoglycemia,Adverse events reported in ≥5% of participants,True,False,False,False,False,Lixisenatide 1-step,treatment,119,1.0,0.8,Symptomatic hypoglycemia,Symptomatic hypoglycemia,Hypoglycemia,False,,Lixisenatide,True,True,,SC,QD
NCT00308139,Upper respiratory tract infection,Treatment-emergent adverse events >5% incidence during open-ended assessment period,True,False,False,False,False,Exenatide QW,treatment,128,16.0,12.5,Upper respiratory tract infection,Upper respiratory tract infection,Upper respiratory tract infection,False,,Exenatide,True,True,,SC,QW
NCT00308139,Upper respiratory tract infection,Treatment-emergent adverse events >5% incidence during open-ended assessment period,True,False,False,False,False,Exenatide BID -> Exenatide QW,treatment,130,16.0,12.3,Upper respiratory tract infection,Upper respiratory tract infection,Upper respiratory tract infection,False,,Exenatide,True,True,,SC,
NCT00308139,Diarrhea,Treatment-emergent adverse events >5% incidence during open-ended assessment period,True,False,False,False,False,Exenatide QW,treatment,128,11.0,8.6,Diarrhea,Diarrhea,Diarrhea,False,,Exenatide,True,True,,SC,QW
NCT00308139,Diarrhea,Treatment-emergent adverse events >5% incidence during open-ended assessment period,True,False,False,False,False,Exenatide BID -> Exenatide QW,treatment,130,9.0,6.9,Diarrhea,Diarrhea,Diarrhea,False,,Exenatide,True,True,,SC,
NCT00308139,Nausea,Treatment-emergent adverse events >5% incidence during open-ended assessment period,True,False,False,False,False,Exenatide QW,treatment,128,9.0,7.0,Nausea,Nausea,Nausea,False,,Exenatide,True,True,,SC,QW
NCT00308139,Nausea,Treatment-emergent adverse events >5% incidence during open-ended assessment period,True,False,False,False,False,Exenatide BID -> Exenatide QW,treatment,130,10.0,7.7,Nausea,Nausea,Nausea,False,,Exenatide,True,True,,SC,
NCT00308139,Nasopharyngitis,Treatment-emergent adverse events >5% incidence during open-ended assessment period,True,False,False,False,False,Exenatide QW,treatment,128,10.0,7.8,Nasopharyngitis,Nasopharyngitis,Nasopharyngitis,False,,Exenatide,True,True,,SC,QW
NCT00308139,Sinusitis,Treatment-emergent adverse events >5% incidence during open-ended assessment period,True,False,False,False,False,Exenatide BID -> Exenatide QW,treatment,130,9.0,6.9,Sinusitis,Sinusitis,Sinusitis,False,,Exenatide,True,True,,SC,
NCT00308139,Vomiting,Treatment-emergent adverse events >5% incidence during open-ended assessment period,True,False,False,False,False,Exenatide QW,treatment,128,8.0,6.3,Vomiting,Vomiting,Vomiting,False,,Exenatide,True,True,,SC,QW
NCT00308139,Urinary tract infection,Treatment-emergent adverse events >5% incidence during open-ended assessment period,True,False,False,False,False,Exenatide BID -> Exenatide QW,treatment,130,7.0,5.4,Urinary tract infection,Urinary tract infection,Urinary tract infection,False,,Exenatide,True,True,,SC,
NCT00308139,Injection site bruising,Treatment-emergent adverse events >5% incidence during open-ended assessment period,True,False,False,False,False,Exenatide BID -> Exenatide QW,treatment,130,7.0,5.4,Injection site bruising,Injection-site bruising,Injection-site reactions,False,,Exenatide,True,True,,SC,
NCT05669599,Any adverse event,Overall,True,False,False,False,False,140 mg Every 4 Wk,treatment,77,73.0,95.0,Any adverse event,Any adverse event,Any adverse event,True,any_ae,Maridebart Cafraglutide,False,False,140.0,SC,Q4W
NCT05669599,Any adverse event,Overall,True,False,False,False,False,280 mg Every 4 Wk,treatment,77,75.0,97.0,Any adverse event,Any adverse event,Any adverse event,True,any_ae,Maridebart Cafraglutide,False,False,280.0,SC,Q4W
NCT05669599,Any adverse event,Overall,True,False,False,False,False,420 mg Every 4 Wk,treatment,79,78.0,99.0,Any adverse event,Any adverse event,Any adverse event,True,any_ae,Maridebart Cafraglutide,False,False,420.0,SC,Q4W
NCT05669599,Any adverse event,Overall,True,False,False,False,False,420 mg Every 8 Wk,treatment,51,49.0,96.0,Any adverse event,Any adverse event,Any adverse event,True,any_ae,Maridebart Cafraglutide,False,False,420.0,SC,Q8W
