trial_id,variable_label,variable_label_raw,categorical_label,variable_type,units,arm_label,arm_role,arm_total_n,n,percent,mean,sd,raw_value
NCT03548935,SF-36,Mental component summary score,SF-36‡‡,continuous,,Semaglutide,treatment,1306,0,0.0,55.4,5.7,55.4±5.7
NCT03548935,SF-36,Mental component summary score,SF-36‡‡,continuous,,Placebo,control,655,0,0.0,55.5,5.9,55.5±5.9
NCT03548935,IWQOL-Lite-CT,Physical function score,IWQOL-Lite-CT§§,continuous,,Semaglutide,treatment,1306,0,0.0,65.4,24.0,65.4±24.0
NCT03548935,IWQOL-Lite-CT,Physical function score,IWQOL-Lite-CT§§,continuous,,Placebo,control,655,0,0.0,64.0,24.4,64.0±24.4
NCT03548935,IWQOL-Lite-CT,Total score,IWQOL-Lite-CT§§,continuous,,Semaglutide,treatment,1306,0,0.0,63.6,21.2,63.6±21.2
NCT03548935,IWQOL-Lite-CT,Total score,IWQOL-Lite-CT§§,continuous,,Placebo,control,655,0,0.0,63.3,20.9,63.3±20.9
NCT00849017,Age,Age (years),,continuous,years,Placebo,control,101,0,0.0,53.1,11.7,53.1±11.7
NCT00849017,Age,Age (years),,continuous,years,Albiglutide 30 mg weekly,treatment,101,0,0.0,53.6,10.9,53.6±10.9
NCT00849017,Age,Age (years),,continuous,years,Albiglutide 50 mg weekly,treatment,99,0,0.0,52.0,11.8,52.0±11.8
NCT00849017,Sex,"Sex, male",Sex,categorical,,Placebo,control,101,58,57.4,0.0,0.0,58 (57.4)
NCT00849017,Sex,"Sex, male",Sex,categorical,,Albiglutide 30 mg weekly,treatment,101,58,57.4,0.0,0.0,58 (57.4)
NCT00849017,Sex,"Sex, male",Sex,categorical,,Albiglutide 50 mg weekly,treatment,99,50,50.5,0.0,0.0,50 (50.5)
NCT00849017,Weight,Weight (kg),,continuous,kg,Placebo,control,101,0,0.0,95.4,19.9,95.4±19.9
NCT00849017,Weight,Weight (kg),,continuous,kg,Albiglutide 30 mg weekly,treatment,101,0,0.0,95.8,19.6,95.8±19.6
NCT00849017,Weight,Weight (kg),,continuous,kg,Albiglutide 50 mg weekly,treatment,99,0,0.0,97.1,17.8,97.10±17.8
NCT00849017,BMI,BMI (kg/m2),,continuous,kg/m2,Placebo,control,101,0,0.0,33.0,5.4,33.00±5.4
NCT00849017,BMI,BMI (kg/m2),,continuous,kg/m2,Albiglutide 30 mg weekly,treatment,101,0,0.0,33.7,5.1,33.7±5.1
NCT00849017,BMI,BMI (kg/m2),,continuous,kg/m2,Albiglutide 50 mg weekly,treatment,99,0,0.0,33.9,5.5,33.9±5.5
NCT00849017,Baseline HbA1c,Baseline HbA1c (%),,continuous,%,Placebo,control,101,0,0.0,8.0,0.9,8.0±0.9
NCT00849017,Baseline HbA1c,Baseline HbA1c (%),,continuous,%,Albiglutide 30 mg weekly,treatment,101,0,0.0,8.0,0.8,8.0±0.8
NCT00849017,Baseline HbA1c,Baseline HbA1c (%),,continuous,%,Albiglutide 50 mg weekly,treatment,99,0,0.0,8.2,0.9,8.2±0.9
NCT00849017,Baseline HbA1c,Baseline HbA1c (mmol/mol),,continuous,mmol/mol,Placebo,control,101,0,0.0,64.2,9.9,64.2±9.9
NCT00849017,Baseline HbA1c,Baseline HbA1c (mmol/mol),,continuous,mmol/mol,Albiglutide 30 mg weekly,treatment,101,0,0.0,64.5,9.5,64.5±9.5
NCT00849017,Baseline HbA1c,Baseline HbA1c (mmol/mol),,continuous,mmol/mol,Albiglutide 50 mg weekly,treatment,99,0,0.0,66.2,10.3,66.2±10.3
NCT00849017,Duration of diabetes,Duration of diabetes (years),,continuous,years,Placebo,control,101,0,0.0,4.3,4.0,4.3±4.0
NCT00849017,Duration of diabetes,Duration of diabetes (years),,continuous,years,Albiglutide 30 mg weekly,treatment,101,0,0.0,3.4,3.7,3.4±3.7
NCT00849017,Duration of diabetes,Duration of diabetes (years),,continuous,years,Albiglutide 50 mg weekly,treatment,99,0,0.0,4.2,4.6,4.2±4.6
NCT00849017,Prior MI,Prior MI,,categorical,,Placebo,control,101,4,4.0,0.0,0.0,4 (4.0)
NCT00849017,Prior MI,Prior MI,,categorical,,Albiglutide 30 mg weekly,treatment,101,3,3.0,0.0,0.0,3 (3.0)
NCT00849017,Prior MI,Prior MI,,categorical,,Albiglutide 50 mg weekly,treatment,99,2,2.0,0.0,0.0,2 (2.0)
NCT00849017,Race,White,Race,categorical,,Placebo,control,101,79,78.2,0.0,0.0,79 (78.2)
NCT00849017,Race,White,Race,categorical,,Albiglutide 30 mg weekly,treatment,101,85,84.2,0.0,0.0,85 (84.2)
NCT00849017,Race,White,Race,categorical,,Albiglutide 50 mg weekly,treatment,99,78,78.8,0.0,0.0,78 (78.8)
NCT00849017,Race,African-American/African,Race,categorical,,Placebo,control,101,14,13.9,0.0,0.0,14 (13.9)
NCT00849017,Race,African-American/African,Race,categorical,,Albiglutide 30 mg weekly,treatment,101,10,9.9,0.0,0.0,10 (9.9)
NCT00849017,Race,African-American/African,Race,categorical,,Albiglutide 50 mg weekly,treatment,99,14,14.1,0.0,0.0,14 (14.1)
NCT00849017,Race,Asian,Race,categorical,,Placebo,control,101,5,5.0,0.0,0.0,5 (5.0)
NCT00849017,Race,Asian,Race,categorical,,Albiglutide 30 mg weekly,treatment,101,1,1.0,0.0,0.0,1 (1.0)
NCT00849017,Race,Asian,Race,categorical,,Albiglutide 50 mg weekly,treatment,99,1,1.0,0.0,0.0,1 (1.0)
NCT00849017,Ethnicity,Ethnicity Hispanic/Latino,Ethnicity,categorical,,Placebo,control,101,29,28.7,0.0,0.0,29 (28.7)
NCT00849017,Ethnicity,Ethnicity Hispanic/Latino,Ethnicity,categorical,,Albiglutide 30 mg weekly,treatment,101,30,29.7,0.0,0.0,30 (29.7)
NCT00849017,Ethnicity,Ethnicity Hispanic/Latino,Ethnicity,categorical,,Albiglutide 50 mg weekly,treatment,99,26,26.3,0.0,0.0,26 (26.3)
NCT05567796,Age,Age — yr,,continuous,years,Cagrilintide-Semaglutide,treatment,2108,0,0.0,47.1,11.9,47.1±11.9
NCT05567796,Age,Age — yr,,continuous,years,Semaglutide,treatment,302,0,0.0,47.4,11.5,47.4±11.5
NCT05567796,Age,Age — yr,,continuous,years,Cagrilintide,treatment,302,0,0.0,46.6,11.2,46.6±11.2
NCT05567796,Age,Age — yr,,continuous,years,Placebo,control,705,0,0.0,46.7,11.9,46.7±11.9
NCT05567796,Female sex,Female sex — no. (%),,categorical,,Cagrilintide-Semaglutide,treatment,2108,1441,68.4,0.0,0.0,1441 (68.4)
NCT05567796,Female sex,Female sex — no. (%),,categorical,,Semaglutide,treatment,302,199,65.9,0.0,0.0,199 (65.9)
NCT05567796,Female sex,Female sex — no. (%),,categorical,,Cagrilintide,treatment,302,208,68.9,0.0,0.0,208 (68.9)
NCT05567796,Female sex,Female sex — no. (%),,categorical,,Placebo,control,705,461,65.4,0.0,0.0,461 (65.4)
NCT05567796,Race or ethnic group,Race or ethnic group — no. (%),White,categorical,,Cagrilintide-Semaglutide,treatment,2108,1513,71.8,0.0,0.0,1513 (71.8)
NCT05567796,Race or ethnic group,Race or ethnic group — no. (%),White,categorical,,Semaglutide,treatment,302,233,77.2,0.0,0.0,233 (77.2)
NCT05567796,Race or ethnic group,Race or ethnic group — no. (%),White,categorical,,Cagrilintide,treatment,302,224,74.2,0.0,0.0,224 (74.2)
NCT05567796,Race or ethnic group,Race or ethnic group — no. (%),White,categorical,,Placebo,control,705,489,69.4,0.0,0.0,489 (69.4)
NCT05567796,Race or ethnic group,Race or ethnic group — no. (%),Asian,categorical,,Cagrilintide-Semaglutide,treatment,2108,386,18.3,0.0,0.0,386 (18.3)
NCT05567796,Race or ethnic group,Race or ethnic group — no. (%),Asian,categorical,,Semaglutide,treatment,302,44,14.6,0.0,0.0,44 (14.6)
NCT05567796,Race or ethnic group,Race or ethnic group — no. (%),Asian,categorical,,Cagrilintide,treatment,302,52,17.2,0.0,0.0,52 (17.2)
NCT05567796,Race or ethnic group,Race or ethnic group — no. (%),Asian,categorical,,Placebo,control,705,149,21.1,0.0,0.0,149 (21.1)
NCT05567796,Race or ethnic group,Race or ethnic group — no. (%),Black or African American,categorical,,Cagrilintide-Semaglutide,treatment,2108,116,5.5,0.0,0.0,116 (5.5)
NCT05567796,Race or ethnic group,Race or ethnic group — no. (%),Black or African American,categorical,,Semaglutide,treatment,302,16,5.3,0.0,0.0,16 (5.3)
NCT05567796,Race or ethnic group,Race or ethnic group — no. (%),Black or African American,categorical,,Cagrilintide,treatment,302,15,5.0,0.0,0.0,15 (5.0)
NCT05567796,Race or ethnic group,Race or ethnic group — no. (%),Black or African American,categorical,,Placebo,control,705,42,6.0,0.0,0.0,42 (6.0)
NCT05567796,Race or ethnic group,Race or ethnic group — no. (%),Other,categorical,,Cagrilintide-Semaglutide,treatment,2108,93,4.4,0.0,0.0,93 (4.4)
NCT05567796,Race or ethnic group,Race or ethnic group — no. (%),Other,categorical,,Semaglutide,treatment,302,9,3.0,0.0,0.0,9 (3.0)
NCT05567796,Race or ethnic group,Race or ethnic group — no. (%),Other,categorical,,Cagrilintide,treatment,302,11,3.6,0.0,0.0,11 (3.6)
NCT05567796,Race or ethnic group,Race or ethnic group — no. (%),Other,categorical,,Placebo,control,705,25,3.5,0.0,0.0,25 (3.5)
NCT05567796,Hispanic or Latino ethnic group,Hispanic or Latino ethnic group — no. (%),Yes,categorical,,Cagrilintide-Semaglutide,treatment,2108,244,11.6,0.0,0.0,244 (11.6)
NCT05567796,Hispanic or Latino ethnic group,Hispanic or Latino ethnic group — no. (%),Yes,categorical,,Semaglutide,treatment,302,33,10.9,0.0,0.0,33 (10.9)
NCT05567796,Hispanic or Latino ethnic group,Hispanic or Latino ethnic group — no. (%),Yes,categorical,,Cagrilintide,treatment,302,24,7.9,0.0,0.0,24 (7.9)
NCT05567796,Hispanic or Latino ethnic group,Hispanic or Latino ethnic group — no. (%),Yes,categorical,,Placebo,control,705,71,10.1,0.0,0.0,71 (10.1)
NCT05567796,Hispanic or Latino ethnic group,Hispanic or Latino ethnic group — no. (%),No,categorical,,Cagrilintide-Semaglutide,treatment,2108,1787,84.8,0.0,0.0,1787 (84.8)
NCT05567796,Hispanic or Latino ethnic group,Hispanic or Latino ethnic group — no. (%),No,categorical,,Semaglutide,treatment,302,263,87.1,0.0,0.0,263 (87.1)
NCT05567796,Hispanic or Latino ethnic group,Hispanic or Latino ethnic group — no. (%),No,categorical,,Cagrilintide,treatment,302,265,87.7,0.0,0.0,265 (87.7)
NCT05567796,Hispanic or Latino ethnic group,Hispanic or Latino ethnic group — no. (%),No,categorical,,Placebo,control,705,614,87.1,0.0,0.0,614 (87.1)
NCT05567796,Hispanic or Latino ethnic group,Hispanic or Latino ethnic group — no. (%),Not reported,categorical,,Cagrilintide-Semaglutide,treatment,2108,77,3.7,0.0,0.0,77 (3.7)
NCT05567796,Hispanic or Latino ethnic group,Hispanic or Latino ethnic group — no. (%),Not reported,categorical,,Semaglutide,treatment,302,6,2.0,0.0,0.0,6 (2.0)
NCT05567796,Hispanic or Latino ethnic group,Hispanic or Latino ethnic group — no. (%),Not reported,categorical,,Cagrilintide,treatment,302,13,4.3,0.0,0.0,13 (4.3)
NCT05567796,Hispanic or Latino ethnic group,Hispanic or Latino ethnic group — no. (%),Not reported,categorical,,Placebo,control,705,20,2.8,0.0,0.0,20 (2.8)
NCT05567796,Body weight,Body weight — kg,,continuous,kg,Cagrilintide-Semaglutide,treatment,2108,0,0.0,107.2,23.2,107.2±23.2
NCT05567796,Body weight,Body weight — kg,,continuous,kg,Semaglutide,treatment,302,0,0.0,105.9,20.7,105.9±20.7
NCT05567796,Body weight,Body weight — kg,,continuous,kg,Cagrilintide,treatment,302,0,0.0,106.5,22.9,106.5±22.9
NCT05567796,Body weight,Body weight — kg,,continuous,kg,Placebo,control,705,0,0.0,106.6,23.7,106.6±23.7
NCT05567796,BMI,BMI,Mean,continuous,,Cagrilintide-Semaglutide,treatment,2108,0,0.0,38.0,6.8,38.0±6.8
NCT05567796,BMI,BMI,Mean,continuous,,Semaglutide,treatment,302,0,0.0,37.4,5.9,37.4±5.9
NCT05567796,BMI,BMI,Mean,continuous,,Cagrilintide,treatment,302,0,0.0,38.0,6.4,38.0±6.4
NCT05567796,BMI,BMI,Mean,continuous,,Placebo,control,705,0,0.0,37.8,7.1,37.8±7.1
NCT05567796,BMI,BMI,<30,categorical,,Cagrilintide-Semaglutide,treatment,2108,126,6.0,0.0,0.0,126 (6.0)
NCT05567796,BMI,BMI,<30,categorical,,Semaglutide,treatment,302,20,6.6,0.0,0.0,20 (6.6)
NCT05567796,BMI,BMI,<30,categorical,,Cagrilintide,treatment,302,13,4.3,0.0,0.0,13 (4.3)
NCT05567796,BMI,BMI,<30,categorical,,Placebo,control,705,49,7.0,0.0,0.0,49 (7.0)
NCT05567796,BMI,BMI,30 to <35,categorical,,Cagrilintide-Semaglutide,treatment,2108,680,32.3,0.0,0.0,680 (32.3)
NCT05567796,BMI,BMI,30 to <35,categorical,,Semaglutide,treatment,302,101,33.4,0.0,0.0,101 (33.4)
NCT05567796,BMI,BMI,30 to <35,categorical,,Cagrilintide,treatment,302,102,33.8,0.0,0.0,102 (33.8)
NCT05567796,BMI,BMI,30 to <35,categorical,,Placebo,control,705,225,31.9,0.0,0.0,225 (31.9)
NCT05567796,BMI,BMI,35 to <40,categorical,,Cagrilintide-Semaglutide,treatment,2108,628,29.8,0.0,0.0,628 (29.8)
NCT05567796,BMI,BMI,35 to <40,categorical,,Semaglutide,treatment,302,94,31.1,0.0,0.0,94 (31.1)
NCT05567796,BMI,BMI,35 to <40,categorical,,Cagrilintide,treatment,302,95,31.5,0.0,0.0,95 (31.5)
NCT05567796,BMI,BMI,35 to <40,categorical,,Placebo,control,705,208,29.5,0.0,0.0,208 (29.5)
NCT05567796,BMI,BMI,≥40,categorical,,Cagrilintide-Semaglutide,treatment,2108,674,32.0,0.0,0.0,674 (32.0)
NCT05567796,BMI,BMI,≥40,categorical,,Semaglutide,treatment,302,87,28.8,0.0,0.0,87 (28.8)
NCT05567796,BMI,BMI,≥40,categorical,,Cagrilintide,treatment,302,92,30.5,0.0,0.0,92 (30.5)
NCT05567796,BMI,BMI,≥40,categorical,,Placebo,control,705,223,31.6,0.0,0.0,223 (31.6)
NCT05567796,Waist circumference,Waist circumference — cm,,continuous,cm,Cagrilintide-Semaglutide,treatment,2108,0,0.0,115.0,15.7,115.0±15.7
NCT05567796,Waist circumference,Waist circumference — cm,,continuous,cm,Semaglutide,treatment,302,0,0.0,114.2,15.3,114.2±15.3
NCT05567796,Waist circumference,Waist circumference — cm,,continuous,cm,Cagrilintide,treatment,302,0,0.0,114.1,14.9,114.1±14.9
NCT05567796,Waist circumference,Waist circumference — cm,,continuous,cm,Placebo,control,705,0,0.0,114.1,15.3,114.1±15.3
NCT05567796,Glycated hemoglobin,Glycated hemoglobin — %,,continuous,%,Cagrilintide-Semaglutide,treatment,2108,0,0.0,5.5,0.4,5.5±0.4
NCT05567796,Glycated hemoglobin,Glycated hemoglobin — %,,continuous,%,Semaglutide,treatment,302,0,0.0,5.5,0.4,5.5±0.4
NCT05567796,Glycated hemoglobin,Glycated hemoglobin — %,,continuous,%,Cagrilintide,treatment,302,0,0.0,5.5,0.4,5.5±0.4
NCT05567796,Glycated hemoglobin,Glycated hemoglobin — %,,continuous,%,Placebo,control,705,0,0.0,5.5,0.4,5.5±0.4
NCT05567796,Fasting plasma glucose,Fasting plasma glucose — mg/dl,,continuous,mg/dl,Cagrilintide-Semaglutide,treatment,2108,0,0.0,98.6,11.8,98.6±11.8
NCT05567796,Fasting plasma glucose,Fasting plasma glucose — mg/dl,,continuous,mg/dl,Semaglutide,treatment,302,0,0.0,98.2,11.9,98.2±11.9
NCT05567796,Fasting plasma glucose,Fasting plasma glucose — mg/dl,,continuous,mg/dl,Cagrilintide,treatment,302,0,0.0,99.8,11.2,99.8±11.2
NCT05567796,Fasting plasma glucose,Fasting plasma glucose — mg/dl,,continuous,mg/dl,Placebo,control,705,0,0.0,99.4,12.6,99.4±12.6
NCT05567796,Fasting serum insulin,Fasting serum insulin — pmol/liter,,continuous,pmol/liter,Cagrilintide-Semaglutide,treatment,2108,0,0.0,103.5,70.3,103.5±70.3
NCT05567796,Fasting serum insulin,Fasting serum insulin — pmol/liter,,continuous,pmol/liter,Semaglutide,treatment,302,0,0.0,105.7,68.1,105.7±68.1
NCT05567796,Fasting serum insulin,Fasting serum insulin — pmol/liter,,continuous,pmol/liter,Cagrilintide,treatment,302,0,0.0,104.1,67.1,104.1±67.1
NCT05567796,Fasting serum insulin,Fasting serum insulin — pmol/liter,,continuous,pmol/liter,Placebo,control,705,0,0.0,104.7,72.3,104.7±72.3
NCT05567796,Systolic blood pressure,Systolic blood pressure — mm Hg,,continuous,mm Hg,Cagrilintide-Semaglutide,treatment,2108,0,0.0,126.8,14.1,126.8±14.1
NCT05567796,Systolic blood pressure,Systolic blood pressure — mm Hg,,continuous,mm Hg,Semaglutide,treatment,302,0,0.0,127.0,14.8,127.0±14.8
NCT05567796,Systolic blood pressure,Systolic blood pressure — mm Hg,,continuous,mm Hg,Cagrilintide,treatment,302,0,0.0,126.9,13.4,126.9±13.4
NCT05567796,Systolic blood pressure,Systolic blood pressure — mm Hg,,continuous,mm Hg,Placebo,control,705,0,0.0,128.1,14.7,128.1±14.7
NCT05567796,Diastolic blood pressure,Diastolic blood pressure — mm Hg,,continuous,mm Hg,Cagrilintide-Semaglutide,treatment,2108,0,0.0,82.0,9.2,82.0±9.2
NCT05567796,Diastolic blood pressure,Diastolic blood pressure — mm Hg,,continuous,mm Hg,Semaglutide,treatment,302,0,0.0,81.8,9.4,81.8±9.4
NCT05567796,Diastolic blood pressure,Diastolic blood pressure — mm Hg,,continuous,mm Hg,Cagrilintide,treatment,302,0,0.0,81.8,9.1,81.8±9.1
NCT05567796,Diastolic blood pressure,Diastolic blood pressure — mm Hg,,continuous,mm Hg,Placebo,control,705,0,0.0,82.5,9.2,82.5±9.2
NCT05567796,Total cholesterol,Total cholesterol,Lipids,continuous,mg/dl,Cagrilintide-Semaglutide,treatment,2108,0,0.0,190.0,20.2,190.0±20.2
NCT05567796,Total cholesterol,Total cholesterol,Lipids,continuous,mg/dl,Semaglutide,treatment,302,0,0.0,186.7,20.0,186.7±20.0
NCT05567796,Total cholesterol,Total cholesterol,Lipids,continuous,mg/dl,Cagrilintide,treatment,302,0,0.0,194.4,19.7,194.4±19.7
NCT05567796,Total cholesterol,Total cholesterol,Lipids,continuous,mg/dl,Placebo,control,705,0,0.0,190.0,20.1,190.0±20.1
NCT05567796,HDL cholesterol,HDL cholesterol,Lipids,continuous,mg/dl,Cagrilintide-Semaglutide,treatment,2108,0,0.0,48.7,24.7,48.7±24.7
NCT05567796,HDL cholesterol,HDL cholesterol,Lipids,continuous,mg/dl,Semaglutide,treatment,302,0,0.0,48.8,26.6,48.8±26.6
NCT05567796,HDL cholesterol,HDL cholesterol,Lipids,continuous,mg/dl,Cagrilintide,treatment,302,0,0.0,48.4,24.4,48.4±24.4
NCT05567796,HDL cholesterol,HDL cholesterol,Lipids,continuous,mg/dl,Placebo,control,705,0,0.0,48.9,25.4,48.9±25.4
NCT05567796,LDL cholesterol,LDL cholesterol,Lipids,continuous,mg/dl,Cagrilintide-Semaglutide,treatment,2108,0,0.0,112.1,29.9,112.1±29.9
NCT05567796,LDL cholesterol,LDL cholesterol,Lipids,continuous,mg/dl,Semaglutide,treatment,302,0,0.0,107.0,34.5,107.0±34.5
NCT05567796,LDL cholesterol,LDL cholesterol,Lipids,continuous,mg/dl,Cagrilintide,treatment,302,0,0.0,115.8,30.3,115.8±30.3
NCT05567796,LDL cholesterol,LDL cholesterol,Lipids,continuous,mg/dl,Placebo,control,705,0,0.0,111.1,29.9,111.1±29.9
NCT05567796,Non-HDL cholesterol,Non-HDL cholesterol,Lipids,continuous,mg/dl,Cagrilintide-Semaglutide,treatment,2108,0,0.0,138.8,27.1,138.8±27.1
NCT05567796,Non-HDL cholesterol,Non-HDL cholesterol,Lipids,continuous,mg/dl,Semaglutide,treatment,302,0,0.0,135.4,26.8,135.4±26.8
NCT05567796,Non-HDL cholesterol,Non-HDL cholesterol,Lipids,continuous,mg/dl,Cagrilintide,treatment,302,0,0.0,143.2,26.5,143.2±26.5
NCT05567796,Non-HDL cholesterol,Non-HDL cholesterol,Lipids,continuous,mg/dl,Placebo,control,705,0,0.0,138.4,26.8,138.4±26.8
NCT05567796,VLDL cholesterol,VLDL cholesterol,Lipids,continuous,mg/dl,Cagrilintide-Semaglutide,treatment,2108,0,0.0,24.0,49.3,24.0±49.3
NCT05567796,VLDL cholesterol,VLDL cholesterol,Lipids,continuous,mg/dl,Semaglutide,treatment,302,0,0.0,24.2,51.4,24.2±51.4
NCT05567796,VLDL cholesterol,VLDL cholesterol,Lipids,continuous,mg/dl,Cagrilintide,treatment,302,0,0.0,24.2,50.3,24.2±50.3
NCT05567796,VLDL cholesterol,VLDL cholesterol,Lipids,continuous,mg/dl,Placebo,control,705,0,0.0,24.2,51.1,24.2±51.1
NCT05567796,Free fatty acids,Free fatty acids,Lipids,continuous,mg/dl,Cagrilintide-Semaglutide,treatment,2108,0,0.0,13.5,48.1,13.5±48.1
NCT05567796,Free fatty acids,Free fatty acids,Lipids,continuous,mg/dl,Semaglutide,treatment,302,0,0.0,13.3,46.5,13.3±46.5
NCT05567796,Free fatty acids,Free fatty acids,Lipids,continuous,mg/dl,Cagrilintide,treatment,302,0,0.0,13.3,46.0,13.3±46.0
NCT05567796,Free fatty acids,Free fatty acids,Lipids,continuous,mg/dl,Placebo,control,705,0,0.0,13.6,46.8,13.6±46.8
NCT05567796,Triglycerides,Triglycerides,Lipids,continuous,mg/dl,Cagrilintide-Semaglutide,treatment,2108,0,0.0,120.7,49.6,120.7±49.6
NCT05567796,Triglycerides,Triglycerides,Lipids,continuous,mg/dl,Semaglutide,treatment,302,0,0.0,121.8,53.5,121.8±53.5
NCT05567796,Triglycerides,Triglycerides,Lipids,continuous,mg/dl,Cagrilintide,treatment,302,0,0.0,121.7,51.0,121.7±51.0
NCT05567796,Triglycerides,Triglycerides,Lipids,continuous,mg/dl,Placebo,control,705,0,0.0,122.3,52.2,122.3±52.2
NCT05567796,C-reactive protein,C-reactive protein — mg/liter,,continuous,mg/liter,Cagrilintide-Semaglutide,treatment,2108,0,0.0,3.2,151.9,3.2±151.9
NCT05567796,C-reactive protein,C-reactive protein — mg/liter,,continuous,mg/liter,Semaglutide,treatment,302,0,0.0,3.2,142.9,3.2±142.9
NCT05567796,C-reactive protein,C-reactive protein — mg/liter,,continuous,mg/liter,Cagrilintide,treatment,302,0,0.0,3.0,140.8,3.0±140.8
NCT05567796,C-reactive protein,C-reactive protein — mg/liter,,continuous,mg/liter,Placebo,control,705,0,0.0,3.0,148.4,3.0±148.4
NCT05567796,SF-36 Physical Functioning score,SF-36 Physical Functioning score,Physical function,continuous,,Cagrilintide-Semaglutide,treatment,2108,0,0.0,45.7,8.9,45.7±8.9
NCT05567796,SF-36 Physical Functioning score,SF-36 Physical Functioning score,Physical function,continuous,,Semaglutide,treatment,302,0,0.0,46.6,8.6,46.6±8.6
NCT05567796,SF-36 Physical Functioning score,SF-36 Physical Functioning score,Physical function,continuous,,Cagrilintide,treatment,302,0,0.0,46.7,8.1,46.7±8.1
NCT05567796,SF-36 Physical Functioning score,SF-36 Physical Functioning score,Physical function,continuous,,Placebo,control,705,0,0.0,45.7,8.9,45.7±8.9
NCT05567796,SF-36 Physical Functioning score in participants with poor physical function,SF-36 Physical Functioning score in participants with poor physical function,Physical function,continuous,,Cagrilintide-Semaglutide,treatment,2108,0,0.0,39.3,10.3,39.3±10.3
NCT05567796,SF-36 Physical Functioning score in participants with poor physical function,SF-36 Physical Functioning score in participants with poor physical function,Physical function,continuous,,Semaglutide,treatment,302,0,0.0,40.6,9.4,40.6±9.4
NCT05567796,SF-36 Physical Functioning score in participants with poor physical function,SF-36 Physical Functioning score in participants with poor physical function,Physical function,continuous,,Cagrilintide,treatment,302,0,0.0,42.6,10.3,42.6±10.3
NCT05567796,SF-36 Physical Functioning score in participants with poor physical function,SF-36 Physical Functioning score in participants with poor physical function,Physical function,continuous,,Placebo,control,705,0,0.0,39.9,10.0,39.9±10.0
NCT05567796,IWQOL-Lite-CT Physical Function score,IWQOL-Lite-CT Physical Function score,Physical function,continuous,,Cagrilintide-Semaglutide,treatment,2108,0,0.0,54.0,23.3,54.0±23.3
NCT05567796,IWQOL-Lite-CT Physical Function score,IWQOL-Lite-CT Physical Function score,Physical function,continuous,,Semaglutide,treatment,302,0,0.0,55.2,22.4,55.2±22.4
NCT05567796,IWQOL-Lite-CT Physical Function score,IWQOL-Lite-CT Physical Function score,Physical function,continuous,,Cagrilintide,treatment,302,0,0.0,55.9,22.9,55.9±22.9
NCT05567796,IWQOL-Lite-CT Physical Function score,IWQOL-Lite-CT Physical Function score,Physical function,continuous,,Placebo,control,705,0,0.0,54.7,23.8,54.7±23.8
NCT05567796,IWQOL-Lite-CT Physical Function score in participants with poor physical function,IWQOL-Lite-CT Physical Function score in participants with poor physical function,Physical function,continuous,,Cagrilintide-Semaglutide,treatment,2108,0,0.0,36.7,22.4,36.7±22.4
NCT05567796,IWQOL-Lite-CT Physical Function score in participants with poor physical function,IWQOL-Lite-CT Physical Function score in participants with poor physical function,Physical function,continuous,,Semaglutide,treatment,302,0,0.0,37.1,18.3,37.1±18.3
NCT05567796,IWQOL-Lite-CT Physical Function score in participants with poor physical function,IWQOL-Lite-CT Physical Function score in participants with poor physical function,Physical function,continuous,,Cagrilintide,treatment,302,0,0.0,41.3,23.9,41.3±23.9
NCT05567796,IWQOL-Lite-CT Physical Function score in participants with poor physical function,IWQOL-Lite-CT Physical Function score in participants with poor physical function,Physical function,continuous,,Placebo,control,705,0,0.0,37.1,23.0,37.1±23.0
NCT04707469,Age,"Age, years",,continuous,years,Oral semaglutide 14 mg group,treatment,536,0,0.0,58.4,10.4,58·4 (10·4)
NCT04707469,Age,"Age, years",,continuous,years,Oral semaglutide 25 mg group,treatment,535,0,0.0,58.8,10.7,58·8 (10·7)
NCT04707469,Age,"Age, years",,continuous,years,Oral semaglutide 50 mg group,treatment,535,0,0.0,57.6,11.2,57·6 (11·2)
NCT04707469,Sex,Sex,Sex,categorical,,Oral semaglutide 14 mg group,treatment,536,211,39.0,0.0,0.0,211 (39%)
NCT04707469,Sex,Sex,Sex,categorical,,Oral semaglutide 25 mg group,treatment,535,231,43.0,0.0,0.0,231 (43%)
NCT04707469,Sex,Sex,Sex,categorical,,Oral semaglutide 50 mg group,treatment,535,228,43.0,0.0,0.0,228 (43%)
NCT04707469,Sex,Sex,Sex,categorical,,Oral semaglutide 14 mg group,treatment,536,325,61.0,0.0,0.0,325 (61%)
NCT04707469,Sex,Sex,Sex,categorical,,Oral semaglutide 25 mg group,treatment,535,304,57.0,0.0,0.0,304 (57%)
NCT04707469,Sex,Sex,Sex,categorical,,Oral semaglutide 50 mg group,treatment,535,307,57.0,0.0,0.0,307 (57%)
NCT04707469,Race,Race,Race,categorical,,Oral semaglutide 14 mg group,treatment,536,424,79.0,0.0,0.0,424 (79%)
NCT04707469,Race,Race,Race,categorical,,Oral semaglutide 25 mg group,treatment,535,432,81.0,0.0,0.0,432 (81%)
NCT04707469,Race,Race,Race,categorical,,Oral semaglutide 50 mg group,treatment,535,398,74.0,0.0,0.0,398 (74%)
NCT04707469,Race,Race,Race,categorical,,Oral semaglutide 14 mg group,treatment,536,85,16.0,0.0,0.0,85 (16%)
NCT04707469,Race,Race,Race,categorical,,Oral semaglutide 25 mg group,treatment,535,73,14.0,0.0,0.0,73 (14%)
